index	sentence1	sentence2	label
24490	Do you like being active?	I try to stay active.	entailment
24491	Do you get the live BIOS splash screen just after you start your computer?	What is a BIOS splash screen and what exactly it look like?	neutral
24492	Would you like to go to the movies this weekend?	I've seen everything that's playing.	contradiction
24493	Can you hear fan or hard drive sounds from your laptop?	There aren't any sounds coming from it. it's extremely quiet.	contradiction
24494	Does the car battery reads more than 12 Volts?	I checked after turning on the headlights and the car battery measures over 12V.	entailment
24495	Have you tried Sweetish Hill on 6th yet?	That sounds yummy.	contradiction
24496	Does the car stop when you apply the brakes?	If they aren't working the way they were, what should I do?	neutral
24497	Did you have a nice flight?	The stewardess was a jerk.	contradiction
24498	Do you stay up late?	I can party all night.	entailment
24499	Is your LCD's inverter working properly?	The LCD's inverter appears to be malfunctioning.	contradiction
24500	Would your ideal weekend be spent outside of the house?	Probably on the beach.	entailment
24501	Do you see tiny dots or lines through the LCD display?	The display is not showing them.	contradiction
24502	Does you car have a engine temperature gauge on the dashboard?	It has one of those. I can see it on the dashboard.	entailment
24503	Are you looking for a flat in a walkable neighborhood?	I want to be near everything.	entailment
24504	Are you eating on a budget?	We're trying to.	entailment
24505	Do you need to be close to your job?	It helps if I am	entailment
24506	Would you like to go out for dinner?	I would prefer to stay in.	contradiction
24507	Do you know anyone in the area?	Not yet	contradiction
24508	Would like to read a fantasy novel?	I would prefer other books	contradiction
24509	Is your favorite food Mexican?	I wouldn't say that	contradiction
24510	Does the car start, run a few seconds (or longer) and then stall?	When I start the car, it runs for a while and then stalls out. I can't figure out what the problem is.	entailment
24511	Do you enjoy sitting in a restaurant?	Dining out is my favourite pastime.	entailment
24512	Does the car make ticking sound only when it is cold?	I hear ticking noises even when the car is hot.	contradiction
24513	Did you learn an instrument as a child?	I learned a few	entailment
24514	Was the travel tiring?	I fell asleep before room service arrived!	entailment
24515	Did you read Gone Girl?	I tend not to read Oprah's Book Club selections.	contradiction
24516	Do you read everyday?	I try to keep up with whatever's popular.	entailment
24517	Are you trying to live in a specific neighborhood?	The cheapest.	entailment
24518	Does your battery run down in just a few days?	It stays charged up after a number of days. 	contradiction
24519	Are you going to get a roommate?	I would rather not	contradiction
24520	Do you watch a lot of romance movies?	I really love a happy ending!	entailment
24521	Reconnect one internal device at a time to the laptop until the failed device is identified. Replacing the bad internal device should fix your problem.	After replacing the malfunctioning internal device, my laptop boots up as usual. Thanks for the help!	neutral
24522	Do you want to listen to screamo?	I'd love to hear it.	entailment
24523	Would you like to stay over?	Thank you that would be nice	entailment
24524	Are you a traveler?	I'm a homebody.	contradiction
24525	Do you get the live BIOS splash screen just after you start your computer?	The BIOS screen cannot be seen. The splash screen does not show up when the computer is powered on.	contradiction
24526	Do you like cardio?	I run every day.	entailment
24527	Do you like the idea of signing up with recruitment agents?	That would be helpful.	entailment
24528	Are you interested in the Bronx?	It's too far away.	contradiction
24529	Do you like to play at Open Mike sessions?	I'm too scared to perform in front of other people!	contradiction
24530	Does the car make ticking sounds while coasting in neutral?	It does sound like that when coasting.	entailment
24531	Do you live in the area?	We just moved back.	entailment
24532	Will you go straight home?	I have to pop in the supermarket afterwards.	contradiction
24533	Do you enjoy listening to the guitar?	I love acoustic guitar songs.	entailment
24534	Have you tried flushing the engine?	I don't understand what overheating has to do with this. Why should I do this?	neutral
24535	Have you been well?	I've never been happier.	entailment
24536	Are you using your laptop on a hard and flat surface?	The desk is hard and flat.	entailment
24537	Is it close to a metro stop?	It's right next to one.	entailment
24538	Do you enjoy working in an office?	so far I do	entailment
24539	Do you have any formal musical training?	I'm a self-taught musician.	contradiction
24540	Is your job a manual labor?	It actually is computer-related	contradiction
24541	Is spark getting to the plugs?	How will I know if the plug is getting the spark?	neutral
24542	Have you been downtown yet?	I have only been on the outskirts of the city.	contradiction
24543	Is the network router active and in range?	How can I tell if the router is in range of my laptop?	neutral
24544	Do you enjoy your current job?	I do most of the time	entailment
24545	Can the laptop access the internet if you connect it directly to the router with an Ethernet cable?	I can access the Internet with an Ethernet cable.	entailment
24546	Does a long novel sound good?	I like to get into a long novel.	entailment
24547	Is your laptop display rotated 90 degrees or upside-down?	My screen orientation is as it should be.	contradiction
24548	Is there a neighborhood watch program?	I think there is	entailment
24549	Does it have windows?	It better.	entailment
24550	Are you a fan of mystery novels?	I prefer to read horror stories.	contradiction
24551	do you have any places in mind you want to go?	I was thinking that we could go to the park.	entailment
