index	sentence1	sentence2	label
18373	Your laptop has a power LED, which should turn ON when an external power supply is connected. When you plug in the power supply, does the power LED turn ON?	My power LED turns on when I plug in an external power supply.	entailment
18374	Do you see coolant drips on the ground from overflow reservoir?	I don't see any coolant dripping on the ground.	contradiction
18375	Is it time for breakfast?	It's always time for breakfast in my book.	entailment
18376	Does the car stop when you apply the brakes?	Luckily, the car stops when I hit the brakes.	entailment
18377	Did you go to college near here?	It was just 15 minutes away.	entailment
18378	Have you found a place yet?	I have a few options	neutral
18379	Do you have family from around here?	My brother lives 15 minutes away.	entailment
18380	I understand the issue now. You will have to clean all the air vents of your laptop and replace the active heat sink.	Now I see: you need to replace the active heat sink and clean the air vents of your laptop.	neutral
18381	Would you ever sky dive?	I don't think so	contradiction
18382	Is the flat located near your job?	The commute to work is now very short.	entailment
18383	Do you know if it's raining outside?	I haven't been outside for a while, so I'm not sure.	contradiction
18384	Do you prefer short stories over novels?	I prefer a longer read.	contradiction
18385	Have you got any plans tonight?	I'm going out on a hot date.	entailment
18386	Would you like to take the spare key to my house?	That would be useful.	entailment
18387	Do you get the live BIOS splash screen just after you start your computer?	I am seeing a Bios splash screen.	entailment
18388	Does the laptop BIOS show that the hard drive is installed?	That is showing up in BIOS.	entailment
18389	Are you from somewhere near where you live now?	I grew up outside the country.	contradiction
18390	Would you like to join me for happy hour?	I want to, but I won't have time today.	contradiction
18391	Do you have children?	We have a house full.	entailment
18392	Do you like novels based in World War 2?	War books don't interest me.	contradiction
18393	Is the display very dim and barely visible?	Yes, it seems to be too dim.	entailment
18394	Do you like to play at Open Mike sessions?	I'm too shy to get up in front of a crowd.	contradiction
18395	Do you have to do shift work?	I work a regular 9 to 5.	contradiction
18396	Is your family moving in with you?	I live on my own.	contradiction
18397	Want to grab a coffee so we can catch up more?	I have to get back to work.	contradiction
18398	Are you leaving as well?	I'm on my way out right now.	entailment
18399	Were you sitting all day?	I sat the whole day.	entailment
18400	Is the Harry Potter series of any interest to you?	I find it annoying.	contradiction
18401	Can you hear the fan or other mechanical noise from the laptop?	I an hear a noise from my laptop. I am pretty sure it is the fan.	entailment
18402	Have you got an allergy to nuts?	I love any kind of nuts.	contradiction
18403	Is the neighborhood good?	It's up and coming.	entailment
18404	Are things going well at work?	Better than last year.	entailment
18405	Would you need more education?	I might need to sit in on a few workshops.	entailment
18406	Are you interested in a new industry?	I could use a change.	entailment
18407	Are you relieved it's Friday?	I'm not very relieved that it's Friday.	contradiction
18408	Did you read The Help?	I can't recall that.	contradiction
18409	Are you a fan of superheros?	They're a little overdone at this point.	contradiction
18410	Have you seen the new Stephen King movie?	I can't watch horror movies anymore.	contradiction
18411	Is the emergency parking brake working properly?	The emergency parking brake functions correctly.	contradiction
18412	Do you smoke?	I abhor smoking.	contradiction
18413	Do you smoke?	I have never smoked	contradiction
18414	Did you used to live in my old neighborhood?	I lived around the block from you.	entailment
18415	Do you smell antifreeze? It's usually a sweet smell.	Yes, I notice a smell. I believe there is the smell of antifreeze around my car. 	entailment
18416	Is there an open circuit with your car's key in 'run/ON' position?	What is the way to check if I have an open circuit? 	neutral
18417	Want to go out on Saturday night for a meal ?	I prefer to stay in on the busier nights.	contradiction
18418	Did you play an instrument in high school?	I took piano lessons until my junior year.	entailment
18419	Is there time to see a movie?	Maybe tomorrow, I'm beat.	contradiction
18420	Do you like science fiction books?	I'd rather read something true and historical.	contradiction
18421	Are you a science fiction fan?	I haven't read much.	contradiction
18422	When you connect the charger to your laptop, is the power connector loose?	The connector of the laptop is fine.	contradiction
18423	When you start the laptop, do you see the splash screen with the Windows logo?	Logo comes on, it looks normal.	entailment
18424	Are the car's battery connectors clean and good?	They're not clean or in good shape any more.	contradiction
18425	Do you work around here?	Not any more.	contradiction
18426	Do you want to get something to eat?	I need to eat before we go out.	entailment
18427	Do you get the live BIOS splash screen just after you start your computer?	No, it don't get the splash screen when I turn on the computer.	contradiction
18428	Are you a vegetarian or vegan?	I'm neither.	contradiction
18429	Do you need to live next to a subway station?	As close as possible	entailment
18430	Have you heard the latest music from Herb Alpert?	I told my husband it was good.	entailment
18431	Have you been to the new movie theater downtown?	Every weekend I'm watching something there.	entailment
18432	Do you ever wish we were still neighbors?	The new neighbor's dog drives me crazy	entailment
18433	Does the LCD display have a tinted screen or uneven illumitation?	The screen has nothing like that.	entailment
18434	Do you still like classical music?	I listen to it every morning.	entailment
18435	Does the laptop boot normally and display the Windows Desktop?	It's not showing the Windows Desktop.	contradiction
18436	Do you eat meat?	I'm a vegetarian.	contradiction
18437	Do you have dinner plans?	I have no idea what I'm having.	contradiction
18438	Is the coolant flowing through the radiator?	There is a healthy coolant flow now.	entailment
